product_title,product_category,star_rating,helpful_votes,total_votes,vine,verified_purchase,review_headline,review_body,review_date,social connectedness,environment,self_sufficiency,transparency_authenticity,tradition,individuality,diversity_equality,privacy,status,thrift_value,innovation,fun_adventure,health
Gildan 42400L Ladies core performance long sleeve t-shirt,Apparel,3,0,1,N,Y,Nice fabric,"The fabric used in this shirt is very soft and almost has a drape to it. I received one when competing in a 5k but the size small (unisex) was way too tight in the forearms for me. The rest of the shirt fit well, so I ordered size M in the women's. It is almost as small in the forearms as the small and there is very little stretch, so I won't be wearing it AND, stupidly, I washed it before trying it on. So if you are considering this shirt and you have any muscle to your forearms at all, I'd recommend going up a size or two even.",5/22/2015,0,0,0,0,0,0,0,0,0,1,0,0,0
Cinema Secrets Spirit Gum & Remover Combo Pack,Apparel,3,0,0,N,Y,Some of the Spirit Gum was crystallized on one side ...,"Some of the Spirit Gum was crystallized on one side of the bottle, and had gunked up the applicator brush a little. It kept my latex pointed ears on well enough though!",12/30/2014,0,0,0,0,0,0,0,0,0,1,0,0,0
Space Astronaut Man on the Moon White Print Crewneck Sweatshirt,Apparel,5,0,0,N,Y,A Gift,"This was a gift for my husband. It is exactly as pictured, the size is accurate, and my husband loves it.",12/28/2014,1,0,0,0,0,1,0,0,0,0,0,0,0
Filson 16019 Mesh Game Bag,Apparel,4,0,0,N,Y,Four Stars,Perfect for bird season,11/12/2014,0,0,0,0,0,0,0,0,0,1,0,0,0
"Envy Beach Cover up, Color-Black, Size-Med (Only one size)",Apparel,2,0,0,N,Y,Not meant for larger busts,"This is a one-size only, and though I'm a medium-large, I have broad shoulders and I'm quite busty, after crossing it over it looks ridiculous on my chest, like I'm wearing a child's tank top. Passing it on to a skinny, less busty friend.",6/13/2014,0,0,0,0,0,0,0,0,0,1,0,0,0
Hartstrings Little Girls' Little 2 Piece Ruffled Tank Bathing Suit,Apparel,5,1,1,N,Y,Cute!,"My daughter was born on July 4th, so I love anything patriotic for her. It fits perfectly, it's modest, and very cute!",12/25/2012,1,0,0,0,1,1,0,0,0,0,0,0,0
Lilax Little Girls' Red Stripe Denim Dress,Apparel,5,0,0,N,Y,Five Stars,Good quality ! Nice design ! The fit is great !,6/15/2015,0,0,0,0,0,1,0,0,0,1,0,0,0
Zehui Womens V Neck Full Length Long Maxi Cocktail Dress,Apparel,5,2,2,N,Y,GREAT,for the price this was a DEAL and a great one at that. will order it in black too. really nice fit just a great dress for the price. I GOT THE DEAL!,6/27/2013,0,0,0,0,0,0,0,0,0,1,0,0,0
Flash Women's Symbol T-Shirt,Apparel,4,1,1,N,Y,Logo is smaller than it appears in the picture,The flash logo on the T-shirt is much smaller than it appears in the picture. This was somewhat disappointing.,1/12/2015,0,0,0,0,0,0,0,0,0,1,0,0,0
Nike Men's 3 in 1 Web Belt,Apparel,5,0,0,N,Y,Five Stars,Great,2/19/2015,0,0,0,0,0,0,0,0,0,0,0,0,0
Scosche SoundKase iPod Video Workout & Exercise Case w/ Armband - Titanium,Apparel,5,0,0,N,Y,Great way to keep your IPOD while moving around.,This case keeps your IPOD secure and protected from dropping while running or just working around the house. It doesn't get in the way and it stays safe.,8/16/2008,0,0,0,0,0,0,0,0,1,1,0,0,0
US Polo Shirt Assn. Juniors Solid Polo Shirt With Big Pony,Apparel,5,0,0,N,Y,lovely,"I love this polo shirt. it fits perfectly. and very good quality, it looks just like the photograph. highly recommend it.",10/4/2013,0,0,0,0,0,1,0,0,0,1,0,0,0
MA01009BK Naughty Lingerie Party Cosplay Halloween Costume Maid Apron Dress Outfit,Apparel,3,0,0,N,Y,Three Stars,not what I ordered on the picture. the top is different.,7/30/2014,0,0,0,0,0,0,0,0,0,0,0,0,0
buXsbaum T-Shirt Basketball Dunker,Apparel,5,0,0,N,Y,A dream shirt for a basketball player!,The shirt is well made but runs a little small. The young man I bought it for can still wear it though. Nice product!,2/17/2015,1,0,0,0,0,0,0,0,0,1,0,0,0
Roxy Juniors Blacklight Hooded Fleece,Apparel,5,0,0,N,Y,"high quality, smaller than expected","I like this product a lot. It looks just like its picture. The quality is very high, both materials and workmanship. I am normally a medium in everything I wear, but the medium was slightly snug.",4/17/2009,0,0,0,0,0,0,0,0,0,1,0,0,0
Natural Uniforms Women's Contrast Mock Wrap Scrub Set,Apparel,5,0,0,N,N,Five Stars,:),9/17/2014,0,0,0,0,0,0,0,0,0,0,0,0,0
Pendleton Women's Petite Checkmate Shirt,Apparel,4,0,0,N,Y,"A Cool, Beautiful Top","4 stars because there was no warning that it might be better to buy the next larger size than you usually wear. I chose to do that based on my own experience, because there is usually a little shrinkage when a fabric is as airy as this.<br />And, I was right.<br /><br />The top itself has the classic good looks one expects from Pendleton, washes like a dream (no ironing needed) and kept me cool in mid-summer in Atlanta! Great at home and so packable for trips.",1/13/2014,0,0,0,0,0,1,0,0,0,1,0,0,0
CUA Men's Hipster Snake Briefs,Apparel,2,0,1,N,Y,Two Stars,"Good special design, cheap price, I used it only 3-4 times. No need for comment.",4/27/2015,0,0,0,0,0,1,0,0,0,1,0,0,0
Giorgio Napoli Men's Tuxedo Suit 1 Button Peak Lapel Adjustable Pants Black,Apparel,3,1,2,N,Y,Nice for Price,"The tux fit better that I thought it would, although the cloth it is made of wasn't as nice as I was expecting.",12/22/2014,0,0,0,0,0,0,0,0,0,1,0,0,0
Charles River Apparel Women's New Englander Waterproof Rain Jacket,Apparel,4,1,1,N,Y,It fits perfect since I need that extra at the hips so ...,"I read the other reviews before choosing the XXL since they said it runs small. It fits perfect since I need that extra at the hips so it will zip and not bunch. Still have room for layering underneath but not likely in South Texas. Love the reflector strip on the back. It's great for being seen walking at night. I could even wear it for cycling but may get too hot under the waterproof rubber outer side. I couldn't find a jacket like this at a local store for the price. It went on sale and that cinched my decision. I love the red. Looks good, great quality, and fits perfectly. Thanks for such a great product!",4/16/2015,0,0,0,0,0,1,0,0,0,1,0,0,0
eShakti Women's Bird print sash tied dress,Apparel,5,0,0,N,N,Super Cute!,"I get a lot of compliments on this dress. A woman who was in her car stopped even rolled her window down to say cute dress! It's so retro and adorable. I wear it with a little pink cardigan and nude suede flats. Someone else described it as &#34;very Anthropologie&#34; if you've ever shopped there, and it is for sure. The quality is very good. It's lined. I bought it during one or the eShakti Amazon sales. This is my 4th eShakti dress and they're all great.",12/19/2014,0,0,0,0,0,1,0,0,1,1,0,0,0
Visconti 1178 Leather Key Case Wallet / Key Holder Wallet/ Coin Purse,Apparel,5,3,3,N,Y,Five Stars,"Great key case, excellent quality.",2/8/2015,0,0,0,0,0,0,0,0,0,1,0,0,0
Hot Red Lace Lingerie Set - Bra Top & Matching Shorts,Apparel,4,0,1,N,Y,NOT MADE WELL AT ALL!!!!!!!,"I ABSOLUTLY LOVE THIS LOOK & SO DID MY HUSBAND SO I ORDERED IT...IMPATIENTLY WAITED A WEEK FOR IT TO ARRIVE & WHEN IT DID...PURE EXCITEMENT!! THEN I OPENED TO PACKAGE TO FIND THE STRAPS ON THE BOTTOMS ARENT EVEN SEW INTO PLACE. THEY WERE JUST HANGING ON BY A TINY THREAD. I WAS CRUSHED. THE LACE LOOKS GREAT & LIKE IT WOULD HAVE BEEN THE PERFECT FIT, BUT IT NEEDS TO BE MADE BETTER & WITH MORE ATTENTION TO DETAIL.",5/15/2013,1,0,0,0,0,0,0,0,0,1,0,0,0
"Solid Color Ties - Multiple Colors - Classic 3.5"" width by K. Alexander",Apparel,4,0,0,N,Y,Perfect ties,These ties are the perfect color and weight. We have 9 grooms men for the wedding and wants to have matching ties.perfect,3/10/2014,0,0,0,0,0,0,0,0,0,1,0,0,0
"SecondSkin 2Face Solid Spandex Mask - 2 Sizes, 15+ Colors/Patterns",Apparel,2,0,1,N,Y,Eh...,Can't see too well through it. Would not let my kid walk around Halloween wearing it but to a party it would be ok.,5/19/2015,1,0,0,0,0,0,0,0,0,1,0,0,0
i play. Baby & Toddler Brim Sun Protection Hat,Apparel,5,0,0,N,Y,Really impressed with the quality and features,"Didn't expect to be wowed by a sun hat, but this is so nice! The strap underneath helps keep in on his head, and the shell of the hat isn't too thin or flimsy. There is a adjustable drawstring around the head band to adjust for a smaller babies head. Great great hat!",6/5/2013,0,0,0,0,0,0,0,0,0,1,0,0,0
Fox Men's Gigmaster Short Sleeve Premium T-Shirt,Apparel,5,0,2,N,Y,GIGMASTER!,"*itching shirt. Only Fox shirt IMO that looks better is the Dirt, Sweat, and Gears shirt.",7/11/2014,0,0,0,0,0,0,0,0,1,0,0,0,0
Dreamgirl Women's Jazzy Jezebell Costume,Apparel,3,0,0,N,N,Three Stars,Costume was gorgeous but too small :(,11/10/2014,0,0,0,0,0,0,0,0,0,1,0,0,0
"30% Wool Mens Heavyweight Large Trapper Hat for Camping,skiing,snowboarding",Apparel,5,0,0,N,N,Toasty but not sweltering.,"Buy two, one for your vehicle, one for elsewhere when the temperature drops. The fit is nice, and accomodates a balaclava. Friends saw it, and are envious enough to get one as well. Getting two more for gifts. Great price.",11/25/2014,1,0,0,0,0,0,0,0,0,1,0,0,0
KAY&LAYLA Net Petticoat Short Petticoat,Apparel,5,0,0,N,Y,Great buy,Lovely product met all my expectations. I'm an size 18/20 and xl fits good,8/29/2015,0,0,0,0,0,1,0,0,0,1,0,0,0
The Walking Dead Walkers Ripped Zombie Official Licensed Adult Long Sleeve Shirt,Apparel,5,0,0,N,Y,Five Stars,I love the shirt and it fits very comfortably.,1/29/2015,0,0,0,0,0,1,0,0,0,1,0,0,0
"HT111 Men's and Women's Mid-Weight Compression Short-Comfortable, Cool, and Dry",Apparel,3,0,0,N,Y,Three Stars,"I use these to workout at home, so they are good",6/28/2014,0,0,0,0,0,0,0,0,0,1,0,0,0
University of Michigan Shirt Hoodie Sweatshirt College Wolverines NCAA,Apparel,5,1,1,N,Y,Nice,"Just what I wanted, and he loves it! This is a very nice product for the value. Very soft too!",5/18/2014,1,0,0,0,0,0,0,0,0,1,0,0,0
New Fashion Men's Casual Cosplay Costume Hoodie Cardigan Coat Jackets,Apparel,5,0,0,N,N,Amazing,"I usually wear medium in men's when in the USA, and I was reading reviews that it runs small so I ordered a large and it fit perfectly. Very comfortable indeed",6/21/2015,0,0,0,0,0,0,0,0,0,1,0,0,0
May&Maya Women's Pleated Wrist Premium Leather Winter Gloves,Apparel,4,1,1,N,Y,The glove is very warm I like it a lot,The glove is very warm I like it a lot. But the color looked silver and shiny instead of black when out of the sun which I don't like.,1/5/2015,0,0,0,0,0,1,0,0,0,0,0,0,0
MJ Soffe Men's Running Short,Apparel,5,0,0,N,Y,A bit nostalgic...,These shorts feel and fit like the running shorts of yesteryear. I was looking for this type of material and fit and glad I found it in these. I'd love to get more but I'd like different colors.,8/22/2013,0,0,0,0,0,1,0,0,0,0,0,0,0
Dreamgirl Women's Big Pimpin' Costume,Apparel,5,0,0,N,Y,Cruising and Macking Like a PIMP,Got this for a Playa's Ball on an upcoming Cruise....,1/15/2015,0,0,0,0,0,0,0,0,0,0,0,0,0
Forum Novelties Men's Deluxe Adult Satin Top Hat Costume Accessory,Apparel,5,0,0,N,Y,Five Stars,Great top hat for stage or halloween,5/26/2015,0,0,0,0,0,0,0,0,0,1,0,0,0
Devon & Jones Classic Ladies' Premium Twill. D590W,Apparel,4,2,2,N,Y,shirt,"roomy and a bit stiff. I had the tails cut off so I could wear it out instead of tucked in, better!",1/2/2013,0,0,0,0,0,0,0,0,0,0,0,0,0
Gerber Baby-Girls Newborn Two-Pack Long-Sleeve Coveralls,Apparel,5,0,0,N,Y,excellent,"very cute, soft , consistent with the size , I really like",11/28/2014,0,0,0,0,0,1,0,0,0,0,0,0,0
Auliné Collection Women's Casual Work Solid Color Knit Blazer,Apparel,4,0,0,N,N,Four Stars,Very cute but buy at least one if not two sizes up!,10/18/2014,0,0,0,0,0,1,0,0,0,0,0,0,0
AGB Women's Pull on Boot Cut Millenium Pant,Apparel,5,2,2,N,Y,Five Stars,FABULOUS COMFORTABLE GOOD-LOOKING PANTS!,9/11/2014,0,0,0,0,0,1,0,0,0,1,0,0,0
Case for clip on sunglasses - Clip On Hard Case and for Eyeglasses Sun Clip ons- Ultrathin Slim for Men & Women with Microfiber Cleaning cloth - Protective,Apparel,2,0,0,N,Y,Don't believe the measurements.,"It's a well built case, but you have to have some seriously thin and small glasses to fit in this case. Don't believe the measurements they give you on the product page. My glasses fit into those measurements and they don't even com close to fitting in this case.",8/27/2015,0,0,0,0,0,0,0,0,0,1,0,0,0
Foot Traffic's Paris Lace Trouser Socks in Ivory,Apparel,5,0,0,N,Y,Excellent Product,"Perfect fit, wash up excellent. don't move during the day. I no w have 4 pairs with different patterns on them.",3/18/2015,0,0,0,0,0,0,0,0,0,1,0,0,0
(GD132) TheLees Mens Slim Fit Collar Point Button Cardigan,Apparel,1,1,1,N,Y,On the site it says US Large but when the ...,"On the site it says US Large but when the email was sent it says US Medium, I tried it on it was a medium. It didn't fit ..",9/18/2014,0,0,0,0,0,0,0,0,0,0,0,0,0
Van Heusen Men's Striped Polo Shirt,Apparel,4,1,1,N,Y,Van Heusen Men's Striped Polo Shirt,The shirt is a bit darker yellow than it looked in the picture. But it fits well and seems to be of good quality like most Van Heusen stuff.,9/26/2013,0,0,0,0,0,0,0,0,1,1,0,0,0
Honey Buns Boxer Leisure Sleep Short Lazy One Size: L,Apparel,4,0,0,N,N,comfy,My fiance loves wearing theses. But he said they are longer than normal boxers. Which I compared and they are about 2 inches longer than a standard boxers. So if you have a short love one skip out on this but they are great length to sleep in.,11/11/2007,1,0,0,0,0,1,0,0,0,0,0,0,0
Calvin Klein Men's Chambray Woven Button-Front Shirt,Apparel,5,0,0,N,Y,Five Stars,nice shirt,3/10/2015,0,0,0,0,0,0,0,0,0,0,0,0,0
Allegra K Women 3/4 Sleeve Bow Ruffle Casual Summer Tops Blouses,Apparel,5,0,1,N,Y,Five Stars,Beautiful I love it!!! I ordered small. I am 120lbs.,5/17/2015,0,0,0,0,0,1,0,0,0,0,0,0,0
Salina Taper Leather Belt,Apparel,3,2,2,N,Y,"Nice quality, inconsistent sizing","While I like the belt, quality and style, two belts of the same brand and general style were purchased at the same time. There is no consistency in the belt length. This one was about 1.5 to 2 inches shorter than the other belt purchased at the same time. I already have the identical belt in a 46, the one that's being replaced, and it's 4 to 5 inches too long, now with 2 extra holes punched in it.<br /><br />-nice product, well made.",8/16/2015,0,0,0,0,0,0,0,0,0,1,0,0,0
Cherokee Women's V-Neck Top,Apparel,5,0,0,N,N,Five Stars,Very happy with them definetly would purchase again,3/20/2015,0,0,0,0,0,0,0,0,0,1,0,0,0
Tommy Hilfiger Men's Leather Cambridge Trifold Wallet,Apparel,2,0,0,N,Y,Two Stars,Returned due to size.,4/17/2015,0,0,0,0,0,0,0,0,0,0,0,0,0
California Costumes Women's Plus Size Tavern Maiden Costume,Apparel,4,0,1,N,Y,Was ok,The costume was small around the bust and I am not that busty. The vest loops fell apart at the top two loops and the bottom two loops. The belt was very cheap and unusable. Otherwise the dress material was good quality.,8/25/2014,0,0,0,0,0,0,0,0,0,1,0,0,0
Russell Athletic Men's Dri-Power Pullover Fleece Hoodie,Apparel,5,0,0,N,Y,Five Stars,Great quality fits perfectly,12/27/2014,0,0,0,0,0,0,0,0,0,1,0,0,0
Mass Effect N7 Bikini Swimwear Galaxy Bathing Suits for Women One Piece Swimsuit,Apparel,1,6,6,N,Y,I do not like it!,When I ordered this swimsuit I thought it was going to look like it does in the picture. But when I opened the box it was very thin and was to big for me even though it was a small. I will not buy a swimsuit from them ever again.,2/22/2014,0,0,0,0,0,0,0,0,0,0,0,0,0
SwissGear Travel Gear 1900 Scansmart TSA Laptop Backpack,Apparel,5,0,1,N,Y,Perfection.,Replaced a 15 year old laptop pack with this one. Completely satisfied. Has all the pockets and storage I need and then some. Love the side access for the laptop and the tablet pocket. Shoulder straps are nicely padded and an ideal width for both single shoulder and two shoulder wearing. Very nice top handle with a comfortable grip. I can't find a thing wrong with it.,8/26/2015,0,0,0,0,0,0,0,0,0,1,0,0,0
Fruit of the Loom Little Boys' 3 Pack Super Hero Squad Briefs Prints,Apparel,5,0,0,N,Y,Kids love it,It was great choice. Nice drawings and fabric.<br />The size is a bit big for my 3 year old toddler,4/20/2013,0,0,0,0,0,0,0,0,0,1,0,0,0
Noble Mount Women's Fleece Lined Tights,Apparel,1,1,1,N,Y,"I'm 5'8"" and a size 14 and normally wear M/L ...","I'm 5'8&#34; and a size 14 and normally wear M/L leggings, but they sometimes need to be pulled up so I purchased these in XL. They were ludicrously long (seriously, holding them in front of me they'd go from my ribcage to the floor) but the actual legs were so narrow that I was barely able to pull them past my knees. A ton of extra fabric in all the wrong places and not enough stretch where it was needed rendered these completely unwearable for me. Maybe they're more proportionate in smaller sizes.",1/16/2015,0,0,0,0,0,0,0,0,0,0,0,0,0
